Baseline,Baseline_Acc,FedMAM_Acc,Improvement_%
FedAvg,0.9421572585900625,0.9503929416338602,0.8741304032537444
FedProx,0.872755746046702,0.9503929416338602,8.895638434788806
FedBN,0.8430163760979971,0.9503929416338602,12.737186201870543
