Method,Final_Accuracy,Final_Precision,Final_Recall,Final_F1,Training_Time_Minutes,Best_Val_Accuracy
FedMAM,0.9656059781263918,0.9659666084042511,0.9656059781263918,0.9655637462330359,262.5456339677175,0.9522287646929423
