Method,BatchNorm,Weighted_Accuracy,Weighted_Precision,Weighted_Recall,Weighted_F1,Training_Time_Minutes,Best_Val_Accuracy,Total_Samples
FedBN,Local,0.9138912258128371,0.9308918280472737,0.9138912258128371,0.9143417053574507,260.34962348540625,0.8880094488461813,20207
