Method,Final_Accuracy,Final_Precision,Final_Recall,Final_F1,Training_Time_Minutes,Best_Val_Accuracy
FedAvg,0.9635274904735982,0.9638491418712071,0.9635274904735982,0.9635639950805615,260.82930388053256,0.9453616042931875
